Disease,Question,medical_specialty,severity
Hội Chứng Stevens Johnson,Tôi đang cảm thấy đau nhức xương khớp. Tôi có thể đang bị bệnh gì?,Dermatology,
Hội Chứng Stevens Johnson,"Tôi thấy móng tay, móng chân bị biến dạng. Tôi có thể đang bị bệnh gì?",Dermatology,
Khàn Tiếng,Tôi hay bị khàn tiếng sau khi hát karaoke. Tôi có thể đang bị bệnh gì?,ENT,
Khàn Tiếng,Tôi hiện đang có các triệu chứng như khàn tiếng và ho. Tôi có thể đang bị bệnh gì?,ENT,
Khàn Tiếng,Tôi đang cảm thấy giọng nói của mình khàn hơn bình thường và kéo dài hơn 2 tuần. Tôi có thể đang bị bệnh gì?,ENT,
Khàn Tiếng,"Tôi là giáo viên, thường xuyên phải nói to và hiện tại bị khàn tiếng. Tôi có thể đang bị bệnh gì?",ENT,
Khàn Tiếng,Tôi bị cảm cúm và kèm theo khàn tiếng. Tôi có thể đang bị bệnh gì?,ENT,
Khàn Tiếng,"Tôi đang cảm thấy giọng nói khàn đi, kèm theo đau họng và khó nuốt. Tôi có thể đang bị bệnh gì?",ENT,
Khàn Tiếng,Tôi bị trào ngược dạ dày thực quản và hiện tại bị khàn tiếng. Tôi có thể đang bị bệnh gì?,ENT,
Khàn Tiếng,Tôi hay bị khàn tiếng và đôi khi cảm thấy khó thở. Tôi có thể đang bị bệnh gì?,ENT,
Khàn Tiếng,"Tôi đang cảm thấy giọng nói yếu đi, khàn và khó phát âm. Tôi có thể đang bị bệnh gì?",ENT,
Khàn Tiếng,Tôi bị khàn tiếng kéo dài hơn 3 tuần và điều trị thuốc không khỏi. Tôi có thể đang bị bệnh gì?,ENT,
Khàn Tiếng,Tôi bị khàn tiếng và cảm thấy có khối u trong cổ họng. Tôi có thể đang bị bệnh gì?,ENT,
Khàn Tiếng,Tôi hay bị căng thẳng và hiện tại bị khàn tiếng do nói nhiều. Tôi có thể đang bị bệnh gì?,ENT,
Khàn Tiếng,"Tôi đang cảm thấy giọng nói của mình thay đổi, không còn trong trẻo như trước. Tôi có thể đang bị bệnh gì?",ENT,
Khàn Tiếng,Tôi bị khàn tiếng và ho ra máu. Tôi có thể đang bị bệnh gì?,ENT,
Khàn Tiếng,"Tôi là ca sĩ, thường xuyên phải luyện thanh và hiện tại bị khàn tiếng. Tôi có thể đang bị bệnh gì?",ENT,
Khàn Tiếng,Tôi đang cảm thấy giọng nói của mình bị rè và khó nói chuyện. Tôi có thể đang bị bệnh gì?,ENT,
Khàn Tiếng,Tôi bị khàn tiếng kèm theo sốt và ớn lạnh. Tôi có thể đang bị bệnh gì?,ENT,
Khàn Tiếng,Tôi đang cảm thấy giọng nói của mình yếu ớt và khó nghe. Tôi có thể đang bị bệnh gì?,ENT,
Khàn Tiếng,Tôi bị khàn tiếng và sưng hạch ở cổ. Tôi có thể đang bị bệnh gì?,ENT,
Khàn Tiếng,Tôi hay bị dị ứng và hiện tại bị khàn tiếng. Tôi có thể đang bị bệnh gì?,ENT,
Khí Phế Thũng,Tôi hay bị khó thở khi vận động nhẹ. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,Tôi hiện đang có các triệu chứng như ho nhiều và tức ngực. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,Tôi đang cảm thấy mệt mỏi và khó thở khi ngủ. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,Tôi hay bị thở khò khè và ho có đờm. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,Tôi hiện đang có các triệu chứng như ăn mất ngon và sụt cân. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,Tôi đang cảm thấy khó thở khi ngồi yên và tim đập nhanh. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,Tôi hay bị đau đầu vào buổi sáng và khó thở khi leo cầu thang. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,Tôi hiện đang có các triệu chứng như ho khan kéo dài và mệt mỏi. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,Tôi đang cảm thấy khó thở khi nói chuyện và tức ngực. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,Tôi hay bị ho có đờm màu vàng hoặc xanh. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,Tôi hiện đang có các triệu chứng như khó thở khi nằm và phải kê cao gối. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,"Tôi đang cảm thấy mệt mỏi, khó thở và sưng phù chân. Tôi có thể đang bị bệnh gì?",Respiratory,
Khí Phế Thũng,Tôi hay bị ho ra máu và khó thở khi gắng sức. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,Tôi hiện đang có các triệu chứng như môi tím tái và khó thở khi nghỉ ngơi. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,"Tôi đang cảm thấy lo lắng, bồn chồn và khó thở. Tôi có thể đang bị bệnh gì?",Respiratory,
Khí Phế Thũng,Tôi hay bị nhiễm trùng đường hô hấp. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,Tôi hiện đang có các triệu chứng như khó thở khi cười nói và ho khan. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,"Tôi đang cảm thấy mệt mỏi, khó thở và giảm khả năng vận động. Tôi có thể đang bị bệnh gì?",Respiratory,
Khí Phế Thũng,Tôi hay bị khó thở khi thay đổi tư thế và ho về đêm. Tôi có thể đang bị bệnh gì?,Respiratory,
Khí Phế Thũng,Tôi hiện đang có các triệu chứng như khó thở khi nằm ngửa và thở khò khè. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi hiện đang có các triệu chứng như cảm thấy ngột ngạt hoặc ngạt thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi đang cảm thấy thở gấp và tức ngực. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,"Tôi hay thở nhanh và nông, kèm theo tim đập nhanh. Tôi có thể đang bị bệnh gì?",Respiratory,
Khó Thở,Tôi đang gặp triệu chứng thở khò khè và ho. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi cảm thấy khó thở khi vận động mạnh. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi bị cảm lạnh và khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi thường xuyên cảm thấy hụt hơi khi leo cầu thang. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi hay bị khó thở khi nằm xuống. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi thường thức giấc vào ban đêm do khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi hay bị khó thở khi căng thẳng. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi cảm thấy khó thở kèm theo đau ngực. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi hay bị chóng mặt và khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi đang ho ra máu và khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi bị sưng mắt cá chân và khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi đang sốt và khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi bị buồn nôn và khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi đang gặp khó khăn khi nói chuyện do khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi bị đau họng và khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi đang bị chảy nước mũi và khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Khó Thở,Tôi bị ngứa da và khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Liệt Dây Thanh Quản,"Tôi hiện đang có các triệu chứng như giọng nói khàn đặc, yếu ớt, và khó nghe. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi hay bị hụt hơi khi nói, khó nuốt, và mắc nghẹn. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi đang cảm thấy khó thở, hơi thở khò khè, và hắng giọng thường xuyên. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi thường xuyên bị sặc khi nuốt, giọng nói khàn đặc, và khó nghe. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi cảm thấy khó nuốt, hơi thở ồn ào, và hụt hơi khi nói. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi đang gặp phải tình trạng giọng nói yếu ớt, khó thở, và lấy hơi thường xuyên khi nói. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi hay bị ho, sặc khi nuốt, và giọng nói khàn đặc. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi cảm thấy khó nuốt, hơi thở khò khè, và hụt hơi khi vận động. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi đang gặp phải tình trạng giọng nói yếu ớt, khó thở, và hắng giọng thường xuyên. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi hay bị mắc nghẹn, giọng nói khàn đặc, và khó nghe. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi cảm thấy khó nuốt, hơi thở ồn ào, và lấy hơi thường xuyên khi nói. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi đang gặp phải tình trạng hụt hơi khi nói, khó thở, và hắng giọng thường xuyên. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi hay bị sặc khi nuốt, giọng nói yếu ớt, và khó nghe. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi cảm thấy khó nuốt, hơi thở khò khè, và hụt hơi khi vận động. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi đang gặp phải tình trạng ho, giọng nói khàn đặc, và khó nghe. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi hay bị mắc nghẹn, hơi thở ồn ào, và lấy hơi thường xuyên khi nói. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi cảm thấy khó nuốt, hụt hơi khi nói, và hắng giọng thường xuyên. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi đang gặp phải tình trạng sặc khi nuốt, giọng nói yếu ớt, và khó thở. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi hay bị ho, hơi thở khò khè, và hụt hơi khi vận động. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Dây Thanh Quản,"Tôi cảm thấy khó nuốt, giọng nói khàn đặc, và lấy hơi thường xuyên khi nói. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi hiện đang có các triệu chứng như khô mắt, sụp mí, và khó mỉm cười. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi hay bị chảy dãi, khó khép miệng, và đau quanh tai. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi đang cảm thấy dị cảm vùng trán và khóe miệng, kèm theo thay đổi vị giác. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi thường xuyên bị nhạy cảm với âm thanh, rối loạn nhai nuốt, và đau dữ dội. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi cảm thấy khô mắt, miệng chảy dãi, và đau quanh tai, thái dương. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi đang gặp phải tình trạng sụp mí, khó mỉm cười, và dị cảm vùng trán. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi hay bị đau quanh xương chũm, góc hàm, và thay đổi vị giác. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi cảm thấy nhạy cảm với âm thanh, rối loạn lời nói, và đau dữ dội kèm theo mụn nước. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi đang gặp phải tình trạng khô mắt, khó nhắm mắt, và miệng chảy dãi. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi hay bị khó khép miệng, dị cảm vùng khóe miệng, và đau quanh tai. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi cảm thấy sụp mí, thay đổi vị giác, và đau dữ dội ở vùng mặt. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi đang gặp phải tình trạng khó mỉm cười, rối loạn nhai nuốt, và nhạy cảm với âm thanh. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi hay bị khô mắt, đau quanh xương chũm và góc hàm, kèm theo mụn nước ở vòm miệng. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi cảm thấy sụp mí, dị cảm vùng trán, và rối loạn lời nói. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi đang gặp phải tình trạng miệng chảy dãi, thay đổi vị giác, và đau dữ dội kèm theo mụn nước. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi hay bị khó khép miệng, nhạy cảm với âm thanh, và rối loạn nhai nuốt. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi cảm thấy khô mắt, đau quanh tai và thái dương, kèm theo mụn nước ở lưỡi. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi đang gặp phải tình trạng sụp mí, dị cảm vùng khóe miệng, và rối loạn lời nói. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi hay bị miệng chảy dãi, thay đổi vị giác, và đau dữ dội. Tôi có thể đang bị bệnh gì?",ENT,
Liệt Mặt,"Tôi cảm thấy khó mỉm cười, nhạy cảm với âm thanh, và rối loạn nhai nuốt. Tôi có thể đang bị bệnh gì?",ENT,
Lupus Ban Đỏ Dạng Đĩa,"Tôi hiện đang có các triệu chứng như mảng da đỏ, thô ráp và hình tròn trên cổ. Tôi có thể đang bị bệnh gì?",Dermatology,
Lupus Ban Đỏ Dạng Đĩa,"Tôi đang cảm thấy ngứa da, da đầu dày lên và rụng tóc. Tôi có thể đang bị bệnh gì?",Dermatology,
Lupus Ban Đỏ Dạng Đĩa,"Tôi hay bị tổn thương da bong tróc, phồng rộp quanh khuỷu tay và đầu ngón tay. Tôi có thể đang bị bệnh gì?",Dermatology,
Lupus Ban Đỏ Dạng Đĩa,Tôi hiện đang có các triệu chứng như vảy da dày trên da đầu và da bị mỏng. Tôi có thể đang bị bệnh gì?,Dermatology,
Lupus Ban Đỏ Dạng Đĩa,"Tôi đang cảm thấy ngứa da, da đầu dày lên và rụng tóc từng mảng. Tôi có thể đang bị bệnh gì?",Dermatology,
Lupus Ban Đỏ Dạng Đĩa,"Tôi hay bị tổn thương da hình tròn, để lại sẹo và thay đổi sắc tố da. Tôi có thể đang bị bệnh gì?",Dermatology,
Lupus Ban Đỏ Dạng Đĩa,"Tôi hiện đang có các triệu chứng như móng tay giòn, dễ gãy và da bị mỏng. Tôi có thể đang bị bệnh gì?",Dermatology,
Lupus Ban Đỏ Dạng Đĩa,"Tôi đang cảm thấy ngứa da, tổn thương da phồng rộp và bong tróc. Tôi có thể đang bị bệnh gì?",Dermatology,
Lupus Ban Đỏ Dạng Đĩa,"Tôi hay bị tổn thương da hình tròn, đỏ và thô ráp trên mặt. Tôi có thể đang bị bệnh gì?",Dermatology,
Lupus Ban Đỏ Dạng Đĩa,Tôi hiện đang có các triệu chứng như vảy da dày trên da đầu và rụng tóc. Tôi có thể đang bị bệnh gì?,Dermatology,
Lupus Ban Đỏ Dạng Đĩa,"Tôi đang cảm thấy ngứa da, da đầu dày lên và có vết loét bên trong môi. Tôi có thể đang bị bệnh gì?",Dermatology,
Lupus Ban Đỏ Dạng Đĩa,"Tôi hay bị tổn thương da hình tròn, để lại sẹo và da thay đổi sắc tố. Tôi có thể đang bị bệnh gì?",Dermatology,
Lupus Ban Đỏ Dạng Đĩa,"Tôi hiện đang có các triệu chứng như móng tay giòn, dễ gãy và tổn thương da phồng rộp. Tôi có thể đang bị bệnh gì?",Dermatology,
Lupus Ban Đỏ Dạng Đĩa,"Tôi đang cảm thấy ngứa da, da đầu dày lên và rụng tóc từng mảng. Tôi có thể đang bị bệnh gì?",Dermatology,
Lupus Ban Đỏ Dạng Đĩa,"Tôi hay bị tổn thương da hình tròn, đỏ và thô ráp trên cánh tay. Tôi có thể đang bị bệnh gì?",Dermatology,
